#{"t_start": 1595746395.970126, "env_id": "Hopper-v3"}
r,l,t
5.394692,1000,2730.799116
3.37235,625,2735.86187
4.666412,862,2742.695589
2.818239,497,2746.604615
3.835797,714,2760.915807
3.752637,664,2766.152308
2.040338,435,2769.719214
5.042259,1000,2777.539865
5.531827,1000,2785.565194
5.507318,1000,2793.497555
2.613956,459,2797.241985
5.535527,1000,2804.889037
1.846079,356,2807.52844
5.581684,1000,2815.503666
4.386882,778,2821.646814
0.316833,76,2822.26484
3.201926,546,2826.600099
5.58577,1000,2834.477859
4.648601,859,2849.911619
3.306445,579,2854.384218
5.517026,1000,2862.380119
5.244914,1000,2870.306621
3.566722,573,2874.90111
3.513538,588,2879.554938
4.754175,840,2886.208647
5.96958,1000,2893.843437
3.652023,667,2898.907553
5.110105,1000,2906.804092
5.106029,1000,2914.707872
4.678101,857,2921.550553
4.278626,780,2936.206531
5.967523,965,2943.892397
3.718149,623,2948.822375
3.701366,659,2954.099662
3.801224,645,2959.194673
5.651689,976,2966.957404
6.004532,1000,2974.787847
4.081024,721,2980.504695
6.028213,1000,2987.901333
3.730436,674,2993.243821
3.119734,496,2997.313997
1.23112,252,2999.27544
0.706079,171,3000.637848
1.957918,360,3003.591335
4.157636,732,3009.447016
1.227298,231,3019.754108
1.965008,368,3022.63786
0.874056,198,3024.163687
5.973684,1000,3032.151234
5.847997,1000,3040.037596
5.74646,1000,3047.910555
0.922893,216,3049.645738
4.157476,664,3055.013623
3.874858,662,3060.275746
0.79667,184,3061.726862
0.410344,101,3062.530907
5.118573,849,3069.282552
1.628459,321,3071.788127
0.376728,95,3072.450692
1.486836,281,3074.538647
3.278961,553,3078.693437
1.014826,208,3080.33591
1.168224,268,3082.569061
2.391834,417,3085.776112
3.220035,563,3090.174084
2.051288,396,3093.272957
1.147104,180,3094.819109
6.052594,1000,3111.053118
5.729675,984,3118.975293
4.419422,686,3124.340815
3.492719,582,3129.017386
1.0831,201,3130.615477
6.085592,983,3138.456398
0.484213,165,3139.763378
2.708937,482,3143.583677
2.46166,408,3146.85638
1.730017,405,3150.031298
5.976742,1000,3157.994858
2.186603,331,3160.572613
1.010968,213,3162.179102
3.679053,612,3166.709677
1.46891,286,3168.987311
3.15348,551,3173.342561
1.370611,239,3175.318156
4.270514,659,3180.425513
5.341296,872,3195.829341
2.757285,505,3199.985681
1.485616,251,3201.965965
2.395353,419,3205.235957
5.942328,1000,3213.218879
4.084171,656,3218.416172
5.02989,759,3224.37278
3.649459,636,3229.459955
4.075484,696,3235.021361
1.823118,378,3238.014383
4.168505,695,3243.552377
2.082421,409,3246.7066
3.058533,495,3250.685101
1.537778,267,3252.617745
4.06835,709,3257.984563
6.18517,939,3265.324846
1.473368,328,3267.866942
1.140279,188,3269.456034
5.166571,865,3284.760998
2.167954,369,3287.740958
2.707378,521,3291.855956
3.049299,595,3296.547236
0.656942,159,3297.779319
5.462715,887,3304.754594
3.94218,662,3309.974262
2.292072,414,3313.277754
4.14736,716,3319.025848
2.995145,529,3323.183214
3.428833,544,3327.615789
2.248995,430,3331.115993
2.807641,487,3334.879076
5.858245,950,3342.317022
6.245489,939,3349.406586
1.874384,331,3352.023657
6.037059,982,3359.782998
2.5921,466,3371.97929
2.130211,346,3374.805663
2.288813,382,3377.819621
0.811949,187,3379.335155
1.869008,340,3382.142613
4.646432,795,3388.472332
0.810134,161,3389.736559
5.70321,842,3396.418322
1.123042,201,3397.971371
5.854852,1000,3405.990294
1.050003,186,3407.489492
1.741569,344,3410.208278
5.939122,1000,3418.15893
4.110286,721,3423.920987
5.252377,861,3430.676131
1.207609,209,3432.171825
2.303328,352,3434.745634
4.955543,787,3440.845921
2.66354,407,3444.21584
1.351025,295,3446.478613
1.307892,245,3456.907734
2.628878,444,3460.379789
3.919245,622,3465.362783
0.822244,187,3466.948371
0.80638,159,3468.153831
1.104158,224,3469.972303
2.705448,429,3473.474632
1.295609,222,3475.18206
1.439638,260,3477.204076
6.441136,1000,3485.111744
1.555477,262,3487.30281
1.596041,289,3489.569812
5.63166,901,3496.71127
1.967481,333,3499.441582
2.985157,509,3503.387192
1.295646,244,3505.396801
3.399875,518,3509.40727
2.475486,424,3512.807846
2.56347,419,3516.088433
2.682199,462,3519.740839
3.538535,574,3524.067444
2.414705,380,3526.844832
2.247004,339,3529.543279
2.183344,341,3532.21448
1.134666,213,3533.866443
0.116735,24,3534.117783
3.375112,529,3546.869676
6.128401,1000,3554.957863
5.545267,1000,3562.862397
3.54988,566,3567.358274
2.191133,366,3570.230557
1.654627,250,3572.24865
1.977787,343,3574.881992
1.991411,325,3577.408507
2.145774,397,3580.591917
0.125482,18,3580.75161
3.897645,778,3586.94999
3.317042,574,3591.515661
3.973715,624,3596.46212
5.875234,839,3603.034828
0.41974,159,3604.440079
2.011549,346,3607.103812
1.978844,328,3609.760151
6.265756,1000,3617.14515
3.553723,560,3621.521956
1.38801,248,3632.028939
6.486507,1000,3639.815171
1.207373,220,3641.674345
1.168274,247,3643.592999
2.101742,350,3646.331872
2.132804,359,3649.296775
6.602353,1000,3657.151685
3.147564,579,3661.758751
3.517471,539,3666.111133
1.629468,289,3668.308075
1.31855,237,3670.175272
1.800575,277,3672.40508
2.388173,413,3675.59314
3.061711,468,3679.392565
1.654752,297,3681.701543
6.641607,1000,3689.628333
5.055053,822,3696.108185
1.960042,319,3698.672094
1.703377,285,3700.812627
6.399965,1000,3708.301234
6.876075,1000,3724.723185
2.624204,444,3728.322006
2.65151,404,3731.495572
2.561662,407,3734.799213
6.708709,1000,3742.656617
4.30545,732,3748.504861
3.251245,527,3752.689619
1.387076,246,3754.622866
6.212486,1000,3762.538679
3.784075,601,3767.310326
2.129321,344,3770.03035
2.90593,503,3774.047071
2.186616,347,3776.795457
4.088376,626,3781.758636
3.911135,621,3786.712913
2.816395,427,3790.041666
1.609986,272,3792.032039
4.971246,808,3806.606603
2.197474,395,3809.837147
6.106159,1000,3817.691789
2.616085,420,3821.076996
4.965456,738,3826.898472
0.534686,105,3827.697617
3.118483,532,3831.918203
2.012967,343,3834.652632
2.452839,454,3838.155935
6.520096,954,3845.857674
6.542177,1000,3853.710683
3.499549,568,3858.44945
5.320747,823,3864.990752
1.79857,334,3867.583485
2.760416,502,3871.706571
2.953352,465,3875.277515
6.39595,1000,3883.00337
2.913488,513,3895.272234
2.091692,336,3897.966888
4.505863,694,3903.457025
1.649401,336,3905.997003
6.366929,1000,3913.997574
2.831091,460,3917.563129
1.902233,308,3920.159981
1.062233,200,3921.706033
3.626323,563,3926.204284
0.940419,155,3927.419513
2.716389,450,3930.876586
2.022947,351,3933.746885
4.489035,677,3939.097673
6.448808,1000,3946.993696
2.788009,480,3950.834769
1.715463,338,3953.5014
4.245806,645,3958.584945
3.473895,515,3962.555288
1.874713,301,3965.053887
1.94873,288,3967.306114
5.966876,900,3982.630903
2.29402,315,3985.041505
3.999121,602,3990.339754
1.981353,287,3992.682789
1.725923,279,3994.803497
3.671738,527,3998.66936
6.270218,1000,4005.857677
5.43924,825,4011.794065
3.539694,569,4015.938427
3.093592,516,4019.667237
3.143412,513,4023.226282
2.736447,399,4026.208088
1.052375,189,4027.529816
1.089236,189,4028.913745
1.510535,252,4030.771637
5.410172,777,4036.319771
2.143351,310,4038.558929
2.932746,506,4042.325288
2.725887,452,4045.508763
3.249957,453,4048.739169
3.768534,650,4053.399223
1.494565,292,4062.87801
1.547544,276,4064.892687
3.124872,479,4068.265574
1.021092,189,4069.660721
5.666118,877,4075.974443
4.22189,740,4081.310838
2.927043,436,4084.363235
4.382503,683,4089.309405
2.642019,444,4092.526407
6.696587,1000,4099.786357
3.592831,584,4104.020328
4.30986,782,4109.609152
5.261689,808,4115.383085
4.803411,749,4120.729014
3.12292,471,4124.011646
5.053351,747,4129.409831
2.973663,478,4132.956438
6.474781,1000,4147.550817
2.706465,461,4151.038397
2.083997,334,4153.377946
3.154842,487,4156.910414
3.46243,569,4161.042845
1.429109,270,4162.938415
3.819489,595,4167.242632
2.674573,448,4170.382455
6.182073,894,4176.815022
4.869945,698,4181.770164
3.836736,608,4186.186684
0.975794,217,4187.79546
4.720454,801,4193.651886
2.359879,356,4196.246011
6.729496,1000,4203.418621
1.941554,334,4205.77218
1.165405,252,4207.611586
3.170227,508,4211.220272
5.118743,764,4224.269799
1.68389,265,4226.144451
0.775033,202,4227.568043
2.946108,474,4230.976447
6.874984,1000,4238.163501
2.18792,320,4240.429328
1.517312,232,4242.165568
2.146075,315,4244.33656
6.453191,1000,4251.600115
1.21151,222,4253.295567
2.568098,378,4255.971728
2.198115,376,4258.691094
2.211521,444,4261.863331
1.849191,299,4263.983975
4.875324,761,4269.47101
1.482854,264,4271.459937
7.015195,1000,4278.630423
3.448676,547,4282.589607
3.514869,512,4286.182841
2.412686,372,4288.952586
2.90609,452,4292.176988
3.275949,494,4302.91457
5.438012,826,4308.885369
1.95696,317,4311.230073
1.83812,297,4313.318013
1.723772,277,4315.321272
5.859941,871,4321.569182
1.644879,288,4323.651965
3.599168,574,4327.841483
4.905542,755,4333.281871
1.702449,242,4334.938147
3.077743,456,4338.26109
1.200045,198,4339.726531
1.057665,229,4341.365114
3.277893,532,4345.177086
0.785621,149,4346.27409
2.183838,337,4348.621218
6.833365,1000,4355.856546
2.185498,358,4358.366357
6.343014,983,4365.415637
1.281281,234,4367.177343
1.476302,267,4369.059159
1.288075,213,4370.595567
2.742367,443,4381.139256
4.731352,708,4385.964159
6.640137,1000,4393.134452
4.821497,722,4398.356911
2.332547,338,4400.87439
2.973097,446,4404.069603
3.480412,547,4408.077556
5.343324,792,4413.653329
1.090032,269,4415.559543
4.598502,700,4420.488789
1.551061,245,4422.233072
3.11992,494,4425.857837
4.991092,736,4431.313096
4.598539,700,4436.376701
1.859888,315,4438.592105
3.853026,594,4442.863119
2.079289,416,4445.792164
2.25606,312,4448.109345
3.057253,476,4459.088591
3.485264,512,4462.521733
4.449891,663,4467.077772
2.919674,475,4470.455153
6.293694,1000,4477.660237
2.192606,327,4479.920667
3.754057,582,4484.160314
2.121324,326,4486.453778
2.076034,342,4489.018207
6.739789,1000,4496.258964
1.164025,203,4497.664163
2.568201,414,4500.688767
1.804479,294,4502.77073
3.632961,576,4507.00035
5.673648,845,4513.029831
1.886399,290,4515.097882
2.658335,392,4517.968412
3.768281,582,4522.229128
2.892341,505,4525.796874
1.219906,221,4527.488242
0.574161,117,4528.309237
4.410906,646,4540.437186
6.597782,989,4547.041348
4.63401,715,4552.290886
6.471889,957,4559.07843
6.750045,1000,4566.171866
3.999665,589,4570.356037
6.259951,941,4577.153369
3.187902,512,4580.887923
3.997842,577,4585.133396
2.05752,303,4587.315867
1.151527,177,4588.544424
1.987794,368,4591.224343
3.390797,557,4595.197226
5.359223,821,4601.201736
1.317404,274,4603.199609
1.435065,252,4605.018928
3.097933,520,4608.810915
4.76064,727,4621.478057
2.666237,416,4624.321343
3.945882,609,4628.422421
2.027112,298,4630.684146
2.290481,346,4633.087004
1.164279,184,4634.39561
2.794735,465,4637.758096
1.62167,251,4639.581728
2.158567,377,4642.350169
2.001797,344,4644.758435
0.993247,203,4646.244604
2.173167,363,4648.933963
6.844913,1000,4656.059022
2.114058,368,4658.712392
1.191582,198,4660.156973
3.084829,489,4663.637833
2.889448,493,4667.308184
2.842533,442,4670.518265
3.941654,592,4674.698513
1.823586,343,4677.230399
4.818939,686,4682.197701
5.143953,799,4688.625045
1.772499,323,4697.570239
2.016086,307,4699.712694
2.715848,416,4702.299539
1.029303,194,4703.450067
3.488806,570,4706.985658
1.71579,231,4708.455036
6.902475,1000,4715.140207
2.085696,354,4717.429796
2.503443,385,4720.003839
2.519547,399,4722.603532
2.815534,443,4725.557551
3.035339,481,4728.713394
1.634066,283,4730.639476
6.203886,908,4736.64974
2.720494,435,4739.429874
3.168598,500,4742.763534
6.490307,1000,4749.333725
4.874827,754,4754.275861
2.408039,410,4756.984167
2.088496,311,4759.009907
0.925931,167,4760.092797
4.638347,678,4771.337307
4.84745,713,4776.028106
3.444965,496,4779.117639
1.721708,299,4780.904263
3.918563,610,4784.878014
4.958887,736,4789.74147
5.233145,770,4794.821636
6.481565,1000,4801.406992
6.465903,1000,4808.009902
5.581672,862,4813.688609
4.600867,685,4818.251693
6.828953,1000,4824.842974
4.497988,688,4829.396828
3.212826,581,4833.27906
2.481943,427,4842.956298
4.617025,711,4847.718429
6.62319,1000,4853.901803
2.770076,449,4856.692559
1.990441,298,4858.706473
4.229456,639,4862.938365
2.398793,372,4865.386468
1.299628,217,4866.805235
6.157835,907,4872.768376
6.821933,1000,4879.487798
6.687139,1000,4885.996784
6.701185,1000,4892.57267
3.771206,543,4896.18083
5.70698,835,4901.607437
1.985077,378,4904.039339
4.061659,632,4915.137322
1.545528,238,4916.849791
1.976618,347,4919.085786
1.392229,267,4920.833014
5.423778,812,4925.948852
2.101044,309,4927.899191
6.807506,1000,4934.345573
2.883263,477,4937.53134
0.324361,79,4938.05365
4.523725,677,4942.466738
5.418248,821,4947.966409
3.712139,590,4951.784491
1.962098,342,4954.094115
1.146096,204,4955.393709
4.637862,767,4960.525182
1.924542,291,4962.390265
3.181231,497,4965.687561
5.275474,781,4970.886037
6.700138,970,4977.245174
1.072003,180,4978.405573
6.452556,1000,4991.863866
1.956837,339,4994.044112
2.235232,357,4996.48301
6.027007,875,5001.915682
2.194264,373,5004.224235
1.167411,194,5005.458874
4.196851,614,5009.581958
4.938294,707,5014.232495
4.019595,604,5018.252757
4.864167,781,5023.406827
3.116885,561,5027.031901
2.856032,431,5029.964157
5.726185,847,5035.519297
5.195901,740,5040.456383
6.753473,1000,5047.11267
6.607237,1000,5060.759569
6.697329,1000,5067.328748
6.145496,950,5073.337288
5.991457,892,5078.857351
3.523373,581,5082.709435
3.3791,512,5086.033244
1.23078,189,5087.319128
0.890908,196,5088.62397
2.88275,502,5092.00986
6.646369,1000,5098.598311
2.163717,347,5100.878201
6.619128,1000,5107.485769
3.840422,595,5111.441351
6.565534,1000,5117.972283
2.287487,382,5120.536408
6.641149,1000,5133.92057
2.541796,371,5136.395629
2.874592,454,5139.390524
5.334155,762,5144.391148
2.85033,438,5147.154051
6.039349,883,5152.641654
2.022414,299,5154.589289
3.674752,521,5158.042012
1.684323,267,5159.762059
2.198884,375,5162.274496
4.928428,776,5167.389081
3.432777,567,5171.156204
6.706755,1000,5177.783328
6.615953,1000,5184.498197
1.889508,318,5186.570181
6.276218,926,5192.762846
6.782209,1000,5206.127778
1.967183,292,5208.039334
4.563725,701,5212.702154
6.286817,926,5218.880064
6.507067,956,5224.784528
2.586587,400,5227.250636
2.081511,329,5229.473793
2.973132,434,5232.297417
2.891468,471,5235.428223
3.164727,482,5238.619705
2.444448,374,5241.143325
1.892895,308,5243.1617
1.425652,293,5245.064176
3.664851,539,5248.635112
4.000008,580,5252.421161
6.494839,1000,5258.992101
2.654925,424,5261.761359
2.073195,307,5263.75403
2.668605,449,5266.714298
5.839184,851,5279.287465
2.550682,384,5281.8291
4.55457,726,5286.572841
3.569858,516,5290.010914
2.685868,393,5292.549513
1.053328,194,5293.888314
2.307896,366,5296.106645
4.557608,671,5300.275943
5.10254,755,5305.320162
6.708876,1000,5311.851095
6.962339,1000,5318.414992
0.101969,11,5318.488131
0.10839,10,5318.553928
0.113174,10,5318.619719
0.124857,11,5318.688039
0.102582,8,5318.739392
0.10762,13,5318.824321
0.134942,14,5318.919902
0.115432,12,5318.993587
1.140728,239,5320.679505
1.075304,208,5322.029952
2.380208,401,5324.629946
4.411645,598,5328.697826
4.058855,644,5332.952375
6.376276,1000,5339.50594
-0.05458,23,5339.6532
-0.042233,21,5339.784565
-0.056124,23,5339.929405
-0.056011,23,5340.083426
-0.051939,22,5340.221491
-0.039977,21,5340.351557
-0.052987,22,5340.496062
-0.043758,21,5340.62779
-0.041202,21,5340.767921
-0.049721,22,5340.910634
-0.043531,21,5341.211114
-0.038821,21,5341.400354
-0.043489,21,5341.587454
-0.039602,21,5341.714326
-0.036812,20,5341.844086
-0.066457,24,5342.005187
-0.036626,25,5342.174934
-0.043463,26,5342.347697
-0.06007,27,5342.51628
-0.052756,23,5342.66517
-0.064903,24,5342.823868
-0.094512,30,5343.016298
-0.075321,27,5343.195693
-0.044661,32,5343.406394
-0.06562,27,5343.593824
-0.072233,30,5343.791626
-0.071407,29,5343.979542
-0.033381,31,5344.180892
-0.069026,34,5344.400831
-0.096821,42,5344.670694
-0.101746,42,5344.949835
-0.048913,34,5345.174653
-0.07317,43,5345.460294
-0.130111,47,5345.767221
-0.11319,42,5346.03973
-0.103159,44,5346.323385
-0.053118,40,5346.589936
-0.095904,35,5346.883985
-0.052066,37,5347.122933
-0.045045,40,5347.374392
-0.115636,39,5347.629979
-0.131932,42,5347.907397
-0.127273,40,5348.160112
-0.146059,43,5348.434567
-0.13097,42,5348.714089
-0.130073,41,5348.976107
-0.132651,41,5349.250721
-0.148931,42,5349.535344
-0.146804,43,5349.817207
-0.150133,45,5350.109194
-0.177507,49,5350.424613
-0.140805,46,5350.713637
-0.160355,48,5351.019249
-0.170493,48,5351.332137
-0.173204,50,5351.663571
-0.167367,47,5352.021756
-0.150732,44,5352.360266
-0.157641,50,5352.680266
-0.172889,48,5352.993478
-0.171367,49,5353.302859
-0.155341,48,5353.60548
-0.154324,49,5353.918059
-0.144842,46,5354.227778
-0.188571,55,5354.590376
-0.178514,60,5354.991812
-0.19103,62,5355.387456
-0.172239,59,5355.776471
-0.166259,59,5356.16439
-0.181789,66,5356.60199
-0.15829,62,5357.003737
-0.174682,71,5357.565413
-0.171226,68,5358.021963
-0.267442,83,5358.559587
-0.176242,73,5359.037505
-1.269512,314,5361.11065
-3.102348,1000,5367.696698
-2.937963,1000,5373.958484
-2.171206,1000,5380.465347
-1.317762,1000,5387.06216
-1.076427,1000,5393.670693
-0.364038,1000,5400.369173
1.845625,417,5403.078959
0.005541,247,5404.68062
0.23269,1000,5418.26788
-0.003161,223,5419.719938
1.053102,301,5421.765415
0.468239,1000,5428.381447
0.105802,511,5431.820142
0.088912,155,5432.830517
1.992311,1000,5439.43312
1.097061,406,5442.066598
1.787351,1000,5448.283819
1.025065,395,5450.844046
0.75921,315,5452.884138
1.951898,804,5458.190857
0.635458,158,5459.345776
0.623032,167,5460.427546
0.519169,189,5461.637977
0.767814,153,5462.624659
0.419203,90,5463.208215
0.686726,173,5464.449136
0.714149,231,5465.949003
0.750127,302,5467.906455
1.009575,308,5470.006132
0.305581,95,5470.621431
0.886201,258,5472.295504
0.318324,94,5472.909837
0.596815,140,5473.79095
0.54752,162,5474.902457
0.33413,89,5475.484905
0.767666,314,5477.509696
2.923718,792,5483.375774
1.146247,249,5485.074627
3.331598,1000,5491.584473
2.754603,899,5497.524934
2.249974,783,5502.688734
3.3807,1000,5509.280621
3.392484,1000,5515.914179
4.744854,1000,5522.05704
4.209882,1000,5528.670591
4.720292,1000,5535.228751
6.605905,1000,5541.835746
5.11084,1000,5555.490177
2.282169,486,5558.69218
0.232453,60,5559.07032
5.428967,1000,5565.810712
4.571331,1000,5572.440975
4.614218,1000,5579.041894
6.428454,1000,5585.563767
0.575954,141,5586.585339
6.107821,1000,5592.991401
6.326811,1000,5599.273691
1.631676,254,5600.923371
6.583343,1000,5607.448661
1.32183,239,5609.088856
2.735636,419,5611.775957
6.88828,1000,5625.279807
0.995431,205,5626.602237
4.472481,656,5631.029483
6.820391,1000,5637.607055
1.171991,231,5639.145576
2.62365,390,5641.738373
2.473768,388,5644.225032
1.024755,221,5645.791164
1.161399,194,5647.045036
6.66635,1000,5653.629145
6.971071,1000,5660.318733
2.037407,367,5662.817725
6.857829,1000,5669.064966
2.530859,424,5671.751826
3.818359,587,5675.562679
1.1453,182,5676.763112
2.902737,468,5679.794477
0.990826,227,5681.288239
2.293728,341,5683.607417
6.948192,1000,5690.276143
5.929659,873,5702.95166
2.051885,323,5705.124367
1.583416,256,5706.774113
3.66412,545,5710.39681
3.631392,604,5714.443445
2.093344,301,5716.404091
3.502644,522,5719.916607
6.516477,1000,5726.452645
0.579847,107,5727.143016
2.363017,336,5729.306804
4.080775,640,5733.575731
6.930907,1000,5740.054561
6.760678,1000,5746.301265
3.088336,437,5749.130573
2.093707,341,5751.362861
3.573676,520,5754.778362
3.98653,614,5758.836951
4.119425,598,5762.786214
4.199502,647,5774.005196
4.593753,685,5778.584258
2.134123,334,5780.740956
1.217985,235,5782.282096
2.373446,383,5784.867507
2.185704,362,5787.21944
1.164575,207,5788.569731
3.332911,502,5791.920348
1.803082,290,5793.792078
6.528382,1000,5800.513083
2.639135,419,5803.227546
0.747694,156,5804.226718
5.887994,874,5809.991141
4.378524,648,5814.163171
5.205864,764,5818.824121
6.740971,1000,5825.402351
1.531542,234,5826.994482
3.624674,589,5830.7606
6.78728,1000,5844.234481
3.136045,488,5847.493267
1.139022,213,5848.860141
6.288033,1000,5855.442399
3.222027,486,5858.648531
1.079149,220,5860.091077
2.9373,445,5863.068716
2.239573,346,5865.317438
2.54388,376,5867.751747
6.613037,1000,5874.521146
1.167842,206,5875.836582
4.798777,763,5880.909042
2.129665,319,5882.976958
1.112865,207,5884.314172
4.190691,671,5888.548596
2.071574,348,5890.726731
6.94806,1000,5897.154708
3.457779,523,5900.716393
2.186088,352,5903.011136
5.988011,930,5916.150331
2.707474,388,5918.64596
0.472853,132,5919.487743
6.205388,933,5925.642043
2.72949,430,5928.54578
1.917287,322,5930.667394
1.892013,312,5932.754116
2.368892,402,5935.370781
4.311068,622,5939.544402
1.060595,179,5940.719706
1.610083,259,5942.39079
4.665722,665,5946.823742
2.49368,395,5949.46345
6.606342,1000,5956.049085
2.390007,391,5958.603405
1.155327,200,5960.000398
2.970061,476,5962.884637
6.773346,1000,5969.116238
3.036327,509,5972.567881
3.117305,454,5975.613319
2.990563,489,5978.788295
6.477893,943,5992.031488
1.682227,405,5994.644949
1.268905,206,5995.976261
5.377872,835,6001.574
2.121674,344,6003.893076
6.13561,885,6009.723689
3.546817,542,6013.326919
2.399249,403,6015.934215
1.723375,292,6017.921415
2.142898,366,6020.313873
6.891122,1000,6026.892749
6.49237,1000,6033.522855
2.121099,352,6035.76198
5.022896,760,6040.448783
6.73383,1000,6046.937518
6.716994,961,6053.311114
6.642961,1000,6066.745587
6.478538,1000,6073.381079
3.213364,460,6076.42507
1.142531,242,6078.008006
1.948977,294,6079.957489
4.090073,635,6084.192734
2.521073,372,6086.615636
1.031152,192,6088.009167
2.93091,461,6091.023563
2.636469,425,6093.829153
6.557688,995,6100.377171
3.038712,462,6103.534145
6.735212,1000,6110.044968
4.476037,677,6114.15559
4.155936,592,6117.925885
2.680552,403,6120.618236
2.106481,333,6122.769495
6.727701,1000,6136.36405
2.18361,333,6138.541533
2.627261,406,6141.287531
6.767995,1000,6147.796575
6.260354,926,6153.891137
6.878613,1000,6160.47827
1.570062,260,6162.306296
6.984891,1000,6168.899276
3.668095,566,6172.671168
2.714175,384,6175.134117
2.600489,408,6177.886119
4.83987,689,6182.358258
1.228607,225,6183.791953
5.736992,811,6188.753437
3.561994,512,6192.062817
6.699813,1000,6205.682486
2.882007,470,6208.721942
5.063264,754,6213.670206
2.316968,361,6216.114782
1.37049,231,6217.604505
6.945931,1000,6224.1401
1.096037,177,6225.405174
3.059403,460,6228.365484
7.105606,1000,6235.002959
1.761679,353,6237.321486
2.052771,293,6239.221306
6.821568,1000,6245.795238
4.482216,691,6250.443549
1.08097,220,6251.901814
6.445032,1000,6258.529103
2.708762,429,6261.120683
6.829782,1000,6267.519367
0.97963,206,6268.94454
1.089933,187,6270.144158
7.135522,1000,6283.513687
6.820678,1000,6290.167653
2.421911,445,6293.070385
2.394567,400,6295.720614
2.050416,358,6298.034431
5.125525,757,6303.0385
3.158579,499,6306.446265
2.024917,349,6308.723942
4.849913,687,6313.277526
6.399825,1000,6319.902206
3.680467,563,6323.630791
1.763144,315,6325.657498
5.581385,833,6331.068113
5.191496,790,6335.896362
6.872379,1000,6342.426466
1.779633,252,6350.995376
2.047864,326,6353.177887
1.027466,224,6354.641824
4.191519,622,6358.739313
2.404723,392,6361.264849
6.871921,1000,6367.81751
2.615791,371,6370.323764
2.145271,330,6372.475259
3.114991,475,6375.603621
6.594948,1000,6382.15607
2.646206,397,6384.727802
5.616381,812,6390.026701
6.854556,1000,6396.719193
6.470843,967,6403.110531
6.624203,1000,6409.295188
5.695205,886,6415.004439
6.649393,1000,6428.457596
2.578056,372,6430.882087
5.92856,893,6436.761301
2.24616,396,6439.434079
2.556576,426,6442.229721
6.063034,875,6448.015841
4.15073,660,6452.420857
2.707275,422,6455.250723
5.60652,875,6461.001715
1.214853,222,6462.433853
6.225778,890,6468.328389
7.071448,1000,6474.902879
2.885409,467,6478.053828
3.676247,555,6481.497519
1.435943,256,6483.029087
5.130957,788,6494.858413
3.167796,444,6497.878191
4.883895,710,6502.623869
6.506523,979,6509.029202
3.022137,534,6512.49344
4.846875,773,6517.613215
3.637686,575,6521.375808
1.101019,211,6522.746914
1.121133,220,6524.34707
6.519939,1000,6530.983219
1.241098,251,6532.609982
1.94408,361,6535.049662
2.812702,446,6537.891709
6.78446,984,6544.321758
3.073183,472,6547.442346
1.644939,314,6549.477597
2.900877,508,6552.862456
2.054497,364,6555.048787
6.834162,1000,6568.264898
6.610378,1000,6574.854542
4.673826,684,6579.385114
2.174215,368,6581.748966
6.056569,881,6587.630076
5.336045,816,6592.999359
3.421839,554,6596.59807
5.925842,887,6602.519998
6.832563,1000,6609.13873
5.608841,844,6614.771034
6.929577,1000,6621.422943
4.130457,627,6625.587256
2.91567,462,6628.345019
6.718461,975,6641.440102
3.648534,516,6644.770326
6.463501,1000,6651.385944
2.140741,324,6653.584125
7.185413,1000,6660.112821
3.001735,479,6663.363429
5.175562,765,6668.427138
2.939058,498,6671.663812
2.522206,383,6674.260324
6.336231,929,6680.402281
6.294685,887,6686.202991
5.786608,838,6691.663084
6.727357,1000,6698.261846
3.052495,454,6701.221098
6.694555,1000,6714.243366
3.543777,574,6718.053799
3.037745,451,6721.08183
1.081177,177,6722.216219
6.661137,1000,6728.80823
3.31462,501,6732.086755
5.112221,808,6737.390515
3.108743,497,6740.648398
4.515418,661,6745.00076
2.393966,361,6747.372258
1.168887,154,6748.431099
6.938262,1000,6754.989052
3.554392,525,6758.482628
1.033816,224,6759.929517
3.216645,519,6763.284263
1.016034,246,6764.962391
6.828568,1000,6771.535952
6.533892,1000,6784.644238
6.521933,1000,6791.281922
6.346593,927,6797.411235
1.027807,217,6798.888843
3.367637,518,6802.347401
3.163764,499,6805.576369
3.551261,534,6809.143123
1.93821,291,6811.028884
4.047166,617,6815.137579
5.642644,836,6820.610326
5.967727,906,6826.568711
5.974765,867,6832.274208
2.684544,431,6835.143772
1.586423,237,6836.702303
1.411476,253,6838.385263
6.728553,1000,6844.971776
6.042435,935,6857.91653
0.987342,194,6859.184901
3.059705,469,6862.398095
2.564327,410,6865.140344
2.405369,378,6867.577041
2.906896,442,6870.499817
2.979604,474,6873.5875
3.907653,622,6877.71112
6.564859,1000,6884.280405
2.488329,379,6886.837535
3.015152,494,6890.040593
2.930695,463,6893.154253
1.003614,188,6894.394351
3.390699,498,6897.714728
1.058875,184,6898.888134
1.02648,198,6900.186004
3.094461,513,6903.634322
6.691734,1000,6910.226146
3.015501,457,6913.301029
6.02831,890,6919.23955
1.175623,194,6920.518531
2.567871,417,6923.155521
4.675075,704,6934.851095
2.905477,448,6937.774338
2.45213,375,6940.263478
1.127194,188,6941.485166
6.826574,1000,6948.074689
5.068357,780,6953.335563
4.028532,608,6957.333872
5.288298,751,6962.288012
3.522816,507,6965.56409
6.028801,880,6971.3301
1.336507,226,6972.926463
3.646463,570,6976.627721
6.124443,897,6982.666178
6.919857,1000,6989.286339
