#{"t_start": 1595746395.970126, "env_id": "Hopper-v3"}
r,l,t
0.998331,187,10593.683672
6.833392,1000,10599.478983
1.218586,210,10600.675545
1.610278,230,10608.918611
7.011584,1000,10614.69889
3.113753,487,10617.570709
2.697249,388,10619.734177
2.587993,395,10621.97931
2.906007,427,10624.473062
1.646392,238,10625.824699
2.635114,364,10628.027452
5.705491,807,10632.731148
2.902474,432,10635.198378
3.111778,476,10638.030082
1.474157,232,10639.352317
5.584741,815,10644.078727
2.087183,305,10645.820541
7.03311,1000,10651.58049
2.536612,383,10653.849524
4.464921,662,10657.738348
2.050246,344,10659.697541
5.085466,744,10664.024355
6.733041,1000,10675.99085
1.471519,232,10677.376086
1.653852,284,10678.982439
1.9234,299,10680.689847
2.641164,380,10682.914073
0.925725,207,10684.095292
3.614771,536,10687.203319
1.426875,230,10688.500067
1.385144,217,10689.72747
2.324764,353,10691.852331
7.07219,1000,10697.666595
1.471586,238,10699.053973
6.353189,892,10704.226237
1.923748,299,10706.033779
6.858189,1000,10711.81423
2.985591,436,10714.292804
1.443143,221,10715.628341
1.591109,249,10717.074246
1.024378,168,10718.046328
2.231193,332,10719.927693
3.217079,453,10722.57602
2.538647,382,10724.776688
0.760161,188,10725.978636
1.161577,170,10726.928966
1.896261,278,10728.529298
1.723744,266,10730.059224
6.769268,1000,10741.979404
4.220156,610,10745.540592
2.231968,330,10747.395835
2.56608,363,10749.462234
2.323339,375,10751.656694
2.131669,309,10753.419882
2.643006,394,10755.766474
3.499057,545,10758.863343
6.993656,1000,10764.660534
2.101199,365,10766.864595
2.681575,411,10769.205066
6.605097,976,10774.924208
2.57861,365,10777.01505
2.99307,438,10779.504903
3.622688,508,10782.471121
2.441468,356,10784.498736
2.564829,392,10786.801305
2.65451,363,10788.901225
3.747293,542,10792.109337
2.085183,328,10793.970992
3.12666,477,10802.878751
3.08959,449,10805.5531
1.993853,313,10807.345211
2.655061,385,10809.637326
1.572194,282,10811.206924
3.583179,543,10814.420774
2.177382,306,10816.162655
2.620039,388,10818.398272
5.637186,822,10823.214304
2.309182,322,10825.11951
4.232323,630,10828.721562
2.036889,299,10830.507992
6.650068,1000,10836.327745
3.961193,576,10839.701148
2.10275,335,10841.577436
5.309364,765,10846.045964
1.074044,181,10847.069875
1.003881,202,10848.227579
1.973972,280,10849.93582
1.536847,264,10851.438416
2.704731,426,10853.958887
3.013505,465,10856.623915
2.622208,370,10864.838166
1.090636,200,10865.973415
1.611302,264,10867.48709
3.40372,500,10870.443156
4.779174,710,10874.596643
4.170053,636,10878.299892
1.510134,295,10879.976644
5.491947,785,10884.545634
2.135477,384,10886.733632
2.908483,478,10889.546809
5.996536,911,10894.787646
5.550141,793,10899.383679
3.060063,456,10901.97475
2.690539,368,10904.219073
6.767863,1000,10910.063347
3.511966,519,10913.183383
6.110383,895,10918.37587
3.627141,529,10921.401798
5.21656,736,10931.736934
2.750047,426,10934.259567
3.214953,437,10936.753345
6.81177,1000,10942.683602
1.633902,229,10943.96219
1.658064,249,10945.383905
6.817954,1000,10951.175232
2.577755,396,10953.562914
2.872608,413,10955.938633
2.628338,396,10958.26723
4.473729,738,10962.544471
2.98725,427,10964.987895
3.720439,522,10968.058949
1.486259,268,10969.597354
7.105945,1000,10975.392975
3.57148,529,10978.463251
5.290192,762,10982.886839
1.118114,186,10983.926419
2.14456,308,10985.679789
3.193676,518,10994.846954
2.657132,412,10997.304083
2.551253,402,10999.670076
3.13098,456,11002.347522
3.163943,492,11005.152154
6.26308,856,11010.094081
5.335587,799,11014.728143
5.05913,706,11018.920402
1.683122,280,11020.505579
2.105725,327,11022.437569
3.651777,570,11025.672239
3.141634,458,11028.407334
1.192655,188,11029.506788
2.245637,331,11031.517661
6.757118,987,11037.237332
1.556464,240,11038.5928
1.427409,240,11039.964352
4.192184,656,11043.746184
1.132374,209,11044.939302
3.298273,509,11047.920659
6.728762,1000,11059.917529
0.414789,65,11060.29373
3.049694,421,11062.82552
3.16954,447,11065.3647
2.128468,318,11067.27808
2.242789,315,11069.067134
6.182052,897,11074.254225
6.158402,876,11079.325955
2.038447,316,11081.21416
5.131497,786,11085.789596
5.214065,740,11090.023999
2.179971,303,11091.804513
1.245423,191,11092.895624
4.582296,689,11096.917659
1.511267,257,11098.379469
2.581294,410,11100.79791
6.493893,1000,11106.604083
5.736163,835,11111.497265
6.974914,1000,11123.399363
5.438567,843,11128.266997
3.613662,568,11131.633194
6.713973,1000,11137.406763
1.054391,202,11138.569426
4.105923,588,11142.013304
5.796048,831,11146.832933
1.834468,290,11148.502915
3.720281,553,11151.734409
6.476287,1000,11157.517518
1.279031,217,11158.744861
2.978039,479,11161.557365
3.435344,491,11164.475671
5.4679,792,11169.010402
0.968719,179,11170.094539
1.167261,202,11171.239072
6.669976,960,11176.765938
1.481563,273,11178.356159
5.390336,784,11189.1042
3.135413,456,11191.662639
1.582389,242,11193.043775
3.38461,484,11195.887283
6.518803,964,11201.45477
4.019075,565,11204.789449
6.117243,915,11210.15087
4.170706,615,11213.778734
2.671865,411,11216.111786
2.607098,399,11218.496486
6.691621,1000,11224.243401
3.715902,510,11227.174078
2.666966,377,11229.397761
3.034833,436,11231.86007
4.395202,627,11235.571348
0.252628,87,11236.077336
3.579003,570,11239.465056
2.148947,334,11241.391225
2.569969,401,11243.770427
5.872331,844,11254.810183
2.289325,393,11257.051989
3.688054,543,11260.247509
5.074675,725,11264.443046
2.455663,368,11266.534059
2.680369,388,11268.866768
3.610574,526,11271.864281
2.123317,348,11273.93241
3.308306,540,11277.008922
2.191483,298,11278.779137
5.861871,783,11283.344471
3.896527,578,11286.636343
2.63021,370,11288.806406
1.113364,149,11289.640721
1.099081,178,11290.644431
1.536235,244,11292.037055
5.334404,754,11296.469228
4.310622,618,11300.120474
6.955091,1000,11305.910033
1.76064,275,11307.557472
5.154206,746,11317.990511
2.299668,352,11319.995897
1.484931,254,11321.501015
2.001144,275,11323.042305
1.890032,293,11324.717289
4.308906,614,11328.299755
2.137777,322,11330.140234
5.594928,819,11334.886662
2.691773,384,11337.169361
1.656548,290,11338.785578
6.978075,1000,11344.58512
6.696408,1000,11350.365972
0.145959,25,11350.507977
1.116312,201,11351.748359
3.172911,432,11354.203609
2.759201,432,11356.776091
5.98619,901,11362.032149
6.710383,961,11367.552593
3.194235,477,11370.264187
2.117851,347,11372.331144
1.873241,324,11380.272306
6.964724,1000,11386.162553
4.249125,638,11389.802513
1.199802,242,11391.288316
2.586941,412,11393.630897
1.133556,171,11394.608013
7.150282,1000,11400.437363
1.983577,294,11402.101378
2.153153,321,11403.948177
2.633794,398,11406.322402
7.227211,1000,11412.058374
4.596602,649,11415.859639
3.55804,512,11418.766987
3.130139,476,11421.566898
6.916978,1000,11427.33427
1.433588,253,11428.775527
6.468036,950,11434.284928
2.644976,383,11442.596891
3.093575,474,11445.391012
3.682847,544,11448.536598
4.73881,695,11452.592466
3.114066,448,11455.229369
2.863932,424,11457.644349
3.973961,567,11460.932034
1.191588,167,11461.879232
2.536653,393,11464.272105
3.34185,518,11467.191225
2.806874,429,11469.746268
6.406504,1000,11475.543294
2.636075,407,11477.866863
3.030095,487,11480.787329
2.490955,383,11482.971424
2.4839,395,11485.334471
3.559017,539,11488.390048
3.184046,459,11491.107283
4.754318,699,11495.1772
6.748665,911,11500.431834
3.565956,540,11509.800352
1.56539,258,11511.284163
2.085999,330,11513.15817
2.014713,327,11515.091363
3.338611,471,11517.769001
4.826441,691,11521.800161
0.227391,39,11522.024276
2.285787,341,11524.041552
6.981812,1000,11529.842511
4.208866,619,11533.452039
5.043396,752,11537.753905
1.056555,188,11538.942714
1.140026,177,11539.956037
5.67847,840,11544.821139
1.068545,194,11545.930091
4.020075,576,11549.317514
2.581579,366,11551.405712
1.73098,267,11553.036403
1.667772,288,11554.652467
3.584959,501,11557.497646
3.68225,559,11560.784725
2.140054,302,11562.510739
3.531344,492,11571.625096
6.047852,871,11576.654274
3.247694,501,11579.604423
2.655924,397,11581.840848
5.076891,752,11586.230438
1.578055,244,11587.707046
3.437586,493,11590.529833
6.078435,869,11595.537109
3.901356,550,11598.841604
1.094795,170,11599.825429
3.255542,440,11602.456655
3.086543,448,11604.981124
4.164926,580,11608.370379
2.969945,437,11610.868648
3.200174,457,11613.553956
4.119198,602,11617.108873
2.030038,329,11618.973491
6.886804,1000,11624.693848
1.102816,202,11625.855239
2.164444,354,11627.993349
2.263162,320,11635.889848
3.550011,541,11639.063725
3.11468,462,11641.78722
1.441128,238,11643.132248
4.304898,610,11646.682429
3.510102,525,11649.652704
2.167921,336,11651.649537
3.406317,485,11654.440106
3.166145,460,11657.181166
2.090288,316,11659.014305
3.176597,453,11661.705568
3.100756,444,11664.217356
2.876476,412,11666.6448
3.238547,479,11669.366537
2.748757,431,11671.91196
6.706211,1000,11677.697234
4.06011,599,11681.212927
3.038361,470,11683.870768
3.065849,481,11686.7376
4.048608,562,11689.993454
2.062151,297,11691.824748
1.731411,273,11693.380011
4.637659,683,11703.408384
7.049649,1000,11709.178182
0.431575,117,11709.84217
3.18183,449,11712.499403
1.759468,311,11714.284767
2.395225,362,11716.441289
7.074154,1000,11722.351741
5.696501,843,11727.270669
1.448366,280,11728.869869
3.360203,498,11731.844909
4.93922,719,11736.033183
0.776427,176,11737.026487
4.705496,672,11740.979682
6.07676,873,11746.055426
1.147705,189,11747.112014
7.024332,1000,11752.906238
4.464584,664,11756.775916
1.34041,210,11764.076238
6.887288,1000,11769.978678
3.405661,511,11772.893552
4.246934,580,11776.313393
5.989081,847,11781.265968
3.831076,532,11784.305228
1.084842,184,11785.480892
1.709483,254,11786.904584
1.605644,261,11788.381863
3.304992,485,11791.251776
4.029182,575,11794.632844
6.062529,887,11799.742388
5.797518,831,11804.582058
6.548013,957,11810.162998
7.014208,1000,11815.950993
2.979761,449,11818.530242
3.335421,477,11821.34043
4.304375,645,11831.285125
1.584366,232,11832.606832
1.137481,170,11833.617342
2.040979,315,11835.444452
1.089969,196,11836.555715
6.769143,1000,11842.469234
1.520488,228,11843.877326
6.99491,1000,11849.678598
1.792287,276,11851.235158
6.73134,995,11856.982889
3.510791,501,11859.930806
1.11731,215,11861.143437
1.591974,204,11862.313914
5.698054,817,11867.068755
2.232707,298,11868.892784
3.936825,568,11872.13727
2.586943,417,11874.598584
6.694919,1000,11880.387199
3.296846,507,11883.38686
1.184011,195,11884.492652
3.026307,437,11893.284322
3.15525,486,11896.064677
1.150959,164,11897.005763
2.626056,379,11899.275902
2.379507,420,11901.672154
5.495404,796,11906.289006
6.757573,944,11911.698597
3.25343,547,11914.911732
2.239046,321,11916.747279
4.61787,725,11921.00133
3.864623,574,11924.323453
3.592929,503,11927.177248
2.298248,344,11929.27662
5.328111,748,11933.68084
5.699682,798,11938.300252
6.938773,1000,11944.082457
3.716082,539,11947.264906
3.132677,452,11949.843547
6.089289,861,11960.992587
6.905651,1000,11966.780372
2.592223,360,11968.883511
2.635933,381,11971.08441
2.661271,417,11973.53423
3.573207,557,11976.771706
4.387529,673,11980.590756
2.5152,430,11983.115483
1.712459,247,11984.509598
3.757873,581,11987.948266
2.148141,330,11989.850021
6.611086,963,11995.451618
1.624645,234,11996.916417
3.248854,492,11999.720452
4.453419,644,12003.469345
4.616692,646,12007.28005
3.685871,520,12010.242702
3.897932,571,12013.570467
2.702669,416,12022.158859
5.115722,709,12026.310477
6.873962,1000,12032.150926
3.092013,431,12034.631869
6.601768,912,12039.9875
2.706037,402,12042.368877
4.308188,604,12045.914951
1.573693,257,12047.373939
2.181445,344,12049.370981
5.230079,731,12053.631286
3.902076,573,12057.003029
6.155876,937,12062.449
1.66683,268,12063.967807
2.457173,357,12066.078837
4.069565,601,12069.473162
1.118042,173,12070.550968
2.602923,421,12072.959723
2.263354,304,12074.701504
1.154108,223,12076.08709
4.581749,664,12086.091485
3.6021,556,12089.242527
3.16518,451,12091.943558
2.705938,389,12094.159821
3.82039,560,12097.466703
3.660681,506,12100.419625
4.61566,667,12104.190118
6.890195,1000,12110.115437
2.033401,297,12111.774977
6.954755,1000,12117.532734
3.536984,524,12120.603973
1.104291,172,12121.559253
0.144674,32,12121.746407
4.120931,581,12125.147735
2.66024,393,12127.397701
2.173311,316,12129.223609
6.839859,1000,12135.11213
3.020482,435,12137.60743
1.554395,237,12138.998281
4.186929,591,12142.457948
1.62164,278,12150.273838
1.080635,214,12151.491909
7.031098,1000,12157.310101
2.126003,298,12159.097926
2.783287,390,12161.321239
2.127823,296,12163.023778
3.234842,436,12165.609332
2.285704,342,12167.58371
3.507754,502,12170.531245
6.93318,1000,12176.317009
2.786458,417,12178.766105
7.117829,1000,12184.536544
3.147489,485,12187.283274
3.06712,428,12189.82702
3.714471,539,12192.899882
6.787961,1000,12198.841061
1.392877,220,12200.090935
1.945946,298,12201.780695
4.191772,566,12205.086588
3.515404,495,12207.913139
1.684042,263,12215.614607
5.1354,727,12219.835143
3.560569,552,12223.109598
4.362223,642,12226.775696
3.597719,488,12229.682162
3.532328,518,12232.740231
1.880596,293,12234.440511
2.054799,291,12236.105489
2.335997,320,12237.99755
3.095274,457,12240.558438
5.52963,779,12245.08981
0.719192,139,12245.886094
3.86256,571,12249.235401
3.62582,530,12252.35952
2.408437,361,12254.399887
1.607372,236,12255.767624
4.588368,670,12259.699054
0.201698,44,12259.951053
2.65383,387,12262.178274
2.513078,358,12264.302211
2.107416,312,12266.112712
3.580159,508,12269.102481
3.244556,492,12271.923769
2.121289,309,12279.834549
5.217718,724,12284.084363
3.891799,589,12287.613884
1.507313,248,12289.060894
4.17528,606,12292.614344
2.596212,374,12294.732988
4.449035,648,12298.52825
1.099857,171,12299.516474
2.635646,396,12301.866718
5.647951,791,12306.396438
5.271736,716,12310.523189
6.5163,920,12315.831314
4.498895,644,12319.654022
3.793792,565,12322.998492
1.935765,280,12324.606113
6.794203,1000,12330.40238
0.061824,20,12330.518116
6.416467,1000,12336.369493
2.236703,323,12344.256302
4.925476,724,12348.470346
3.456372,492,12351.40939
2.044564,304,12353.120653
7.106191,1000,12358.948873
1.177789,176,12359.950724
5.935305,845,12364.794094
7.020926,1000,12370.691896
1.301634,207,12371.863317
0.806697,138,12372.648414
1.145782,190,12373.738049
1.631104,246,12375.144894
0.674233,122,12375.922452
1.867757,274,12377.49311
6.951454,1000,12383.349247
2.046289,289,12384.992613
4.567848,645,12388.791764
3.519785,538,12391.930534
2.113904,335,12393.836459
2.644007,423,12396.350776
4.454147,632,12400.053178
6.133983,852,12411.101056
4.095438,581,12414.417551
2.022143,331,12416.395439
7.212537,1000,12422.214413
3.554971,542,12425.433379
3.21817,437,12427.904165
2.203522,293,12429.682202
1.659995,273,12431.245943
4.213816,583,12434.667057
4.599594,684,12438.599426
7.017596,1000,12444.600395
1.279068,234,12445.947838
5.424978,748,12450.310395
7.011483,1000,12456.086293
3.131187,449,12458.638881
4.100632,591,12462.128542
0.918961,182,12463.168344
5.669381,830,12474.263746
7.013547,1000,12480.057578
1.666916,258,12481.508609
2.534698,422,12484.022596
4.292423,611,12487.492753
0.761397,135,12488.262684
0.907501,161,12489.267531
2.645668,367,12491.358278
4.336461,579,12494.767971
3.064224,434,12497.238198
6.834679,953,12503.478967
6.611174,969,12509.206281
3.762699,579,12513.033333
6.970414,1000,12519.945425
6.645548,1000,12526.666582
2.861768,415,12529.291452
3.0783,455,12532.274346
6.911995,1000,12544.411449
2.128189,311,12546.305243
2.081537,313,12548.391336
3.221546,478,12551.872722
4.071133,580,12555.534548
2.863386,447,12558.219123
2.467331,353,12560.513853
2.131196,325,12562.724337
1.563112,279,12564.851593
2.168923,330,12566.982385
5.545004,818,12572.611969
3.682194,538,12577.355472
4.291821,558,12581.616293
2.023972,289,12583.571266
6.81407,1000,12590.284275
1.622593,236,12591.876638
4.221132,613,12595.870114
3.236762,487,12599.23172
3.451502,564,12603.292151
3.066471,434,12606.881127
1.664753,267,12608.775692
1.452391,255,12615.675948
4.228033,618,12619.866493
7.311044,1000,12627.137851
3.83783,557,12630.737952
0.701539,146,12631.632752
2.384153,352,12633.870541
2.311453,352,12636.033225
2.481096,387,12639.484623
1.583861,241,12641.076411
6.791992,1000,12647.787118
2.490154,388,12650.397153
4.576124,642,12654.999177
6.145349,858,12661.302346
0.651534,147,12662.334431
2.173263,311,12664.709206
5.898415,892,12671.011387
1.106039,196,12672.16566
1.227902,189,12673.795856
4.075364,596,12678.1692
1.753682,282,12680.194525
2.534761,353,12682.520981
5.081877,749,12692.959876
4.674153,714,12698.513874
5.749427,853,12704.410302
3.637053,520,12708.295992
3.589361,543,12712.245558
3.144097,494,12715.973706
5.144276,729,12721.331973
2.068105,309,12723.407188
2.031785,310,12725.658183
6.624301,964,12732.37964
4.458835,639,12736.39795
6.884931,1000,12742.868489
6.750048,1000,12749.730458
3.018325,425,12752.409816
3.407852,499,12755.893511
1.592411,225,12757.466808
2.235705,339,12765.387911
2.067022,313,12767.740804
3.192071,468,12770.606782
1.258476,201,12771.970861
1.865056,285,12773.948482
6.876843,1000,12781.013207
3.745738,545,12784.885812
1.144578,184,12786.451767
5.2081,737,12791.369715
3.013145,450,12794.680912
3.425657,512,12798.057565
7.160665,1000,12804.348729
1.582258,239,12805.964288
2.137571,296,12808.091353
2.689068,399,12811.239393
2.698398,357,12813.74362
2.171324,311,12816.263515
1.985621,311,12818.160846
5.19393,756,12823.172431
1.591754,266,12825.387163
2.505691,377,12828.148804
3.058076,437,12830.843563
1.565581,228,12832.616837
1.821365,265,12834.208687
3.737447,548,12843.237463
2.387291,386,12845.632322
6.307519,919,12852.442687
1.066137,188,12853.691975
7.071088,1000,12860.098963
7.203562,1000,12867.088845
2.078006,329,12869.325068
3.589854,501,12872.488384
5.80805,800,12878.604603
7.013633,989,12885.264264
0.676262,128,12885.976953
2.093304,315,12887.951027
3.530621,505,12891.267651
1.159308,187,12892.360857
6.710387,1000,12899.844727
3.765893,545,12903.596084
3.450127,482,12906.936678
6.922521,1000,12919.240881
1.651932,228,12920.658661
0.630812,142,12921.692795
4.940125,708,12926.994905
2.795454,379,12929.478366
3.682536,520,12933.062306
6.719966,956,12939.844279
3.719488,503,12943.345003
2.778942,407,12945.927015
7.267062,1000,12953.310415
5.224009,717,12958.526349
1.649807,228,12960.030642
1.558282,252,12961.891441
1.154572,202,12963.356131
5.239879,733,12968.616893
2.561528,377,12970.940232
2.916768,409,12973.823933
1.575488,230,12975.579035
2.560247,383,12978.070601
1.463406,223,12979.447712
1.67833,261,12981.066957
2.966596,459,12989.470088
0.222832,48,12989.790184
4.673787,652,12994.355379
3.004245,471,12997.827625
3.931155,584,13002.077439
4.031079,593,13006.066805
3.686602,522,13009.324703
3.431649,516,13012.552883
3.333021,473,13016.571305
2.989332,445,13019.546965
5.222492,724,13024.961655
4.110382,578,13028.670474
1.293377,251,13030.850564
3.083838,460,13034.148658
1.422949,213,13035.544895
1.833272,274,13037.361203
3.069793,450,13040.025502
2.629269,388,13042.745447
6.895696,1000,13049.657853
3.055693,428,13052.809331
4.688236,648,13057.579545
2.089213,308,13064.758101
3.321969,475,13068.13454
1.621014,251,13069.539458
3.944279,578,13073.759918
3.25702,452,13076.629429
2.611877,409,13079.414256
2.730714,414,13082.455716
3.191206,491,13085.89906
5.058183,714,13090.538531
6.685235,1000,13097.106878
4.631956,696,13101.369053
3.820885,584,13105.215635
0.714536,137,13105.973655
3.827157,564,13109.601098
3.158151,439,13112.419043
2.300355,363,13114.99266
6.720665,950,13120.790987
2.96423,427,13123.438007
1.537162,249,13124.918213
1.177395,183,13126.247863
5.456631,831,13137.132706
5.910871,850,13142.79905
2.76491,394,13146.138733
2.117748,297,13148.313774
3.224171,464,13151.279546
2.654741,391,13153.889414
1.716896,255,13155.807044
7.072483,1000,13162.540512
2.302314,349,13164.762473
4.68179,645,13169.369279
1.449148,210,13171.097715
3.092321,437,13174.04378
5.375915,773,13179.173198
2.007359,297,13181.554224
1.703758,245,13183.120681
3.390151,516,13186.4947
3.831446,558,13189.782459
3.33241,504,13193.067474
0.249934,48,13193.351232
4.377605,646,13197.815041
3.784142,561,13201.92511
2.168408,319,13209.600151
1.553757,234,13211.132265
6.916189,1000,13218.696116
4.293238,609,13222.375176
2.23291,345,13224.697217
6.969712,1000,13231.23495
1.046586,208,13232.529745
6.871734,1000,13240.285575
2.718078,358,13242.874534
0.819007,175,13244.208923
1.047554,189,13245.90623
7.138016,1000,13252.221452
3.68877,503,13255.543015
1.336509,230,13257.290196
3.256829,435,13260.593509
1.662061,245,13262.355162
3.045548,434,13265.681986
6.898565,1000,13273.019037
3.218502,466,13276.898397
3.209792,449,13279.616657
6.14618,863,13291.013125
3.758555,517,13294.550883
1.847372,287,13296.633824
4.16418,576,13300.566353
3.064537,481,13304.254542
1.085543,204,13305.538656
1.259632,217,13307.099541
7.221156,1000,13313.361749
1.173392,201,13314.759563
4.334743,627,13319.273373
2.142956,298,13321.418804
2.238565,336,13323.660812
6.755197,1000,13330.856945
2.149223,310,13333.669801
5.117829,733,13338.391566
7.019497,984,13344.740961
2.949373,429,13347.887604
1.607307,220,13350.046011
2.24128,333,13352.533664
2.191753,318,13354.744869
3.591389,504,13363.368046
3.33556,509,13367.036026
1.01709,197,13368.265478
1.660401,258,13369.881655
2.710998,378,13372.705471
5.277807,749,13378.243007
1.59104,267,13380.022504
7.02315,1000,13386.97037
3.21248,450,13390.118593
6.98941,1000,13396.67718
1.13299,231,13398.251265
0.74967,137,13399.044818
3.957087,584,13403.208555
5.250975,741,13407.816934
2.703836,376,13410.21118
2.00582,286,13412.515411
2.058792,303,13414.587302
5.529973,786,13419.992801
1.26073,194,13421.199485
1.492746,269,13423.499701
2.077217,288,13425.47489
2.134089,316,13427.64587
1.176361,230,13429.021119
3.555753,560,13438.286935
2.333488,338,13440.628185
5.116722,748,13445.613129
2.410436,362,13448.020311
1.377548,223,13449.619165
3.39264,463,13452.497134
1.715254,233,13454.235656
1.690913,238,13456.03888
1.204472,213,13457.260664
2.928722,454,13460.1371
1.246833,226,13461.51749
4.026426,618,13466.022446
4.671029,717,13471.173986
4.606978,642,13475.792993
3.379731,493,13478.963638
2.265708,304,13481.141785
3.419897,478,13484.290075
3.099179,421,13487.369517
3.438123,502,13490.51619
0.347779,80,13491.025529
3.176747,450,13494.555964
4.276687,599,13498.434904
6.364899,879,13510.192863
2.61241,351,13512.983741
7.182239,1000,13519.367244
2.58819,374,13521.723351
1.627622,258,13523.53988
2.029954,317,13525.612801
2.310809,349,13528.357787
3.608698,490,13531.865561
3.453451,473,13535.975898
3.318134,448,13539.344725
5.449831,790,13544.612957
6.653722,973,13551.231386
2.936305,413,13553.938982
3.165229,452,13556.903079
2.221602,331,13559.182347
1.669913,267,13560.983196
6.153697,857,13566.860261
3.659586,554,13570.856227
2.414006,352,13573.277154
1.967646,279,13575.112397
1.277073,185,13576.50803
2.84377,398,13584.455596
1.893645,283,13586.657596
1.133173,176,13587.805553
3.197334,432,13590.928957
1.049984,168,13592.205327
1.541862,249,13594.044713
2.302513,379,13596.845781
1.426035,219,13598.496648
6.622694,930,13605.449304
3.701216,557,13609.312222
1.973422,276,13611.149935
2.649215,431,13613.986968
3.910789,591,13618.834893
1.171553,194,13620.417551
4.467548,648,13624.321486
2.685907,363,13626.809203
3.591978,508,13630.389176
2.645409,368,13633.074818
4.020992,564,13636.909959
4.58344,681,13641.379776
4.736996,643,13645.533192
6.836509,1000,13652.48471
1.578362,250,13659.664152
2.612641,360,13661.873787
2.135661,319,13664.002299
2.695667,373,13666.351684
6.485054,915,13672.620781
1.155728,172,13673.814926
3.155879,453,13676.672754
7.224362,1000,13683.140852
6.131806,894,13689.503877
2.739993,371,13691.851418
2.692999,393,13694.563869
3.274737,488,13697.639705
2.899285,433,13700.110492
1.537785,252,13701.691748
7.123004,1000,13708.360969
1.588732,266,13710.145461
2.359838,319,13712.274602
2.712758,380,13714.772525
6.007668,829,13720.577091
2.621291,366,13722.935821
3.006848,421,13730.946587
2.114691,360,13733.574592
6.79023,973,13739.760639
1.772449,277,13742.172402
2.613301,380,13744.555041
3.196209,464,13748.649864
3.302248,506,13752.214249
6.948273,1000,13759.512217
2.862954,415,13762.083492
7.065936,1000,13769.034616
3.131972,470,13772.211384
1.516973,221,13773.951101
1.897286,327,13776.290991
3.599613,547,13780.878801
2.737893,402,13784.060823
1.321875,208,13785.866129
2.553605,407,13788.466511
0.830624,150,13789.371105
0.840816,173,13790.441034
2.273417,340,13792.934807
1.986196,280,13795.088103
0.998748,202,13796.449579
4.013894,592,13800.677053
2.128063,360,13808.444145
3.112314,439,13811.902939
6.060374,844,13817.609293
3.573838,502,13820.94589
5.413456,792,13826.413117
5.420289,756,13831.754738
5.181643,752,13836.922847
2.847955,455,13840.090233
3.833974,508,13843.35981
7.175627,1000,13849.64135
1.864008,310,13851.717887
4.152487,667,13856.29225
6.071973,865,13863.024103
3.047272,461,13866.055747
2.607096,359,13868.813859
1.627172,239,13870.495387
2.182079,306,13872.662967
6.904361,1000,13884.837932
2.091031,317,13886.911801
1.336826,205,13888.320583
5.272648,754,13893.558319
3.120507,430,13896.869749
3.027945,438,13900.23132
3.887157,596,13904.726599
3.433542,507,13908.283565
3.202803,461,13911.678229
2.973968,423,13914.911848
4.43691,650,13919.9266
4.937086,722,13925.490786
2.958655,479,13929.006127
2.394618,361,13931.987059
1.058261,164,13932.962645
5.986426,833,13938.7034
1.536714,216,13940.037691
7.058567,1000,13946.981939
4.023184,549,13950.707678
3.739547,512,13954.327345
3.79802,554,13963.829888
6.596638,955,13969.909255
2.013076,296,13971.930632
1.711139,248,13974.146536
2.408268,354,13976.444969
4.036835,559,13980.175874
1.87753,294,13982.501711
2.661678,368,13984.840476
1.188061,166,13985.998482
3.867121,545,13990.32152
3.491782,520,13993.648636
6.071262,836,13999.177309
4.56335,667,14003.794139
5.23307,760,14009.259102
6.294582,852,14015.069673
2.062152,332,14017.086371
1.262773,209,14018.386853
2.634068,369,14021.034805
7.21394,1000,14027.994205
3.312068,484,14036.399693
7.057447,1000,14042.80765
5.04417,696,14047.918947
6.051356,879,14053.702967
2.304372,340,14055.819933
2.459408,347,14058.069578
6.868475,1000,14064.60434
6.857572,1000,14071.589676
6.114768,890,14078.03745
3.243087,451,14081.238548
2.408133,341,14083.525874
4.199343,590,14087.323168
4.686367,644,14091.112589
1.665659,240,14092.63471
2.241965,312,14094.565333
2.921009,414,14097.194816
6.313635,879,14108.365046
1.668982,243,14109.881172
3.471787,514,14113.486626
7.074908,1000,14119.792471
6.812675,1000,14126.392273
3.177024,424,14129.43185
4.211246,574,14133.808663
1.612989,235,14135.338917
3.726466,557,14139.15782
2.853701,395,14142.045866
3.981496,563,14146.147186
4.296908,588,14149.835713
6.932352,1000,14156.735701
3.070959,432,14159.696004
6.903527,1000,14167.08039
3.188539,467,14170.371194
3.263893,445,14173.253323
6.917722,1000,14184.572104
3.191524,448,14188.037267
2.190473,371,14190.224748
6.985343,992,14196.749593
3.42684,488,14199.827184
1.647227,237,14201.3911
1.634501,245,14202.932593
3.732984,504,14206.146605
2.632894,377,14208.675762
1.053368,166,14209.713322
6.797035,981,14215.955212
1.154266,191,14217.773464
6.983232,1000,14224.312891
2.12434,310,14226.743841
4.428315,686,14231.789991
2.153036,309,14234.080625
1.693341,249,14235.84722
1.636419,227,14237.260454
4.42654,628,14241.435128
7.002808,1000,14253.865847
5.789176,849,14259.465112
1.538634,225,14260.953018
1.809571,259,14262.801351
2.976462,460,14265.981155
4.864558,698,14270.882547
6.94006,1000,14277.865238
3.24719,434,14280.657814
2.882444,417,14283.747948
6.917191,1000,14290.513787
7.150675,1000,14297.618459
1.386023,229,14298.938797
3.955111,601,14302.871486
1.965446,289,14304.865592
3.535753,491,14308.167807
1.589026,252,14310.049121
